Probability_Failed,Actual_Result,>0.3
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8696082073763607,0,
0.885997942,0,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.749171088,0,
0,1,
0.7150468213961934,0,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8632362801834859,0,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.5748002666758881,0,
0.8731517742495625,1,TRUE
0.8085349845516652,0,
0.932749826,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.8826150977597537,0,
0.8696082073763607,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.754800682,0,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8333905558957746,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8535619999999979,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.6428508925793522,0,
0.754800682,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8696082073763607,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8696082073763607,0,
0,1,
0.8277187336522018,0,
0.7819912301495977,0,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8085349845516652,0,
0.6428508925793522,0,
0,1,
0,1,
0,1,
0,1,
0.8085349845516652,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8277187336522018,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
1,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8085349845516652,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8367860631963505,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.7776442234690877,0,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8277187336522018,0,
0,1,
0,1,
0.63590611,0,
0,1,
0,1,
0.932749826,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8696082073763607,0,
0,1,
0.8731517742495625,1,TRUE
0.8696082073763607,0,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.6832864347394796,0,
0,1,
0,1,
0.6455797149460168,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8696082073763607,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8574089337615949,0,
0.8333905558957746,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.9867703500882637,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.6832864347394796,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8826150977597537,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,0,
0,1,
0.8696082073763607,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,0,
0.8535619999999979,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8085349845516652,0,
0.8696082073763607,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8696082073763607,0,
0,1,
0,1,
0.6832864347394796,0,
0.932749826,0,
0.932749826,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.6346950947966533,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.94468843,0,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8696082073763607,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.9170515444568035,0,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.749171088,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0.932749826,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.6509872876031778,0,
0,1,
0.8731517742495625,1,TRUE
0.754800682,0,
0.8731517742495625,1,TRUE
0.8277187336522018,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8085349845516652,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,0,
0.9623011130270288,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.6832864347394796,0,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8696082073763607,0,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.6832864347394796,0,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.6268968630972078,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.6642157292429421,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.6729069069842434,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.754800682,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.858250492,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.7937547062286607,0,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8091292728295225,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.754800682,0,
0.932749826,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.730184904,0,
0,1,
0.9267960571851858,0,
0,1,
0.6832864347394796,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.7819912301495977,0,
0.8731517742495625,0,
0,1,
0,1,
0.8731517742495625,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8277187336522018,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.7290140761666861,0,
0.8806006146201395,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.932749826,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.932749826,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8826150977597537,0,
0,1,
0.5450715986297271,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.7990809518649533,0,
0.6832864347394796,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.7120509307353301,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.6268968630972078,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8535619999999979,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8696082073763607,0,
0,1,
0.8731517742495625,0,
0,1,
0.8696082073763607,0,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8696082073763607,0,
1,0,
0,1,
0.8731517742495625,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.6521545194890735,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8181635229617968,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.754800682,0,
0.932749826,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.932749826,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.6814073167996854,0,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.7819912301495977,0,
0,1,
0,1,
0.7784050272241853,0,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.5034039964484128,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8423853387438193,0,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8085349845516652,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8696082073763607,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8277187336522018,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.754800682,0,
0.8731517742495625,1,TRUE
0.8826150977597537,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8521676602670102,0,
0.8696082073763607,0,
0,1,
0.754800682,0,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.932749826,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8696082073763607,0,
0,1,
0,1,
0,1,
0,1,
0.7398825963452209,0,
0.754800682,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8333905558957746,0,
0,1,
0,1,
0,1,
0.7242959509886131,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0.7931799,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.6832864347394796,0,
0,1,
0.932749826,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.6832864347394796,0,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8696082073763607,0,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.7242959509886131,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8696082073763607,0,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.4319092019241786,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,0,
0.754800682,0,
0.8731517742495625,1,TRUE
0.7819912301495977,0,
0.6832864347394796,0,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.754800682,0,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,0,
0,1,
0,1,
0.932749826,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8513677803717288,0,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.754800682,0,
0,1,
0,1,
0,1,
0.6832864347394796,0,
0,1,
0,1,
0.8731517742495625,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8085349845516652,0,
0.6832864347394796,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8757574360750812,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.6554652546220222,0,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.6906244350286166,0,
0,1,
0,1,
0.7931799,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,0,
0.7150468213961934,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.932749826,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0.754800682,0,
0,1,
0.8731517742495625,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.754800682,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.6832864347394796,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.6952005641199576,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,0,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.7102085533306872,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.9253344151826773,0,
0,1,
0,1,
0,1,
0,1,
0.5748002666758881,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,0,
0,1,
0.8731517742495625,1,TRUE
0.703214999,0,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.7517495589270282,0,
0.7736997307492516,0,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.6259497906434316,0,
0,1,
0,1,
0.6832864347394796,0,
0.6227472070854888,0,
0,1,
0,1,
0,1,
0,1,
0.8085349845516652,0,
0,1,
0.8731517742495625,0,
0.8277187336522018,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.932749826,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.6428508925793522,0,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.6832864347394796,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.6428508925793522,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8423853387438193,0,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.8292745390112526,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6584440987224263,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,0,
0.8696082073763607,0,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8333905558957746,0,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8696082073763607,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.7591927990382943,0,
0,1,
0.8696082073763607,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.7819912301495977,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.9746583166486463,0,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,0,
0.8333905558957746,0,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.932749826,0,
0,1,
0.8731517742495625,0,
0.754800682,0,
0.8696082073763607,0,
0,1,
0,1,
0,1,
0.8731517742495625,0,
0.754800682,0,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0.8868997588295027,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.9588736552450853,0,
0.8731517742495625,0,
0,1,
0,1,
0.8696082073763607,0,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,0,
0.8731517742495625,1,TRUE
0,1,
0.9518793776856508,0,
0.8731517742495625,0,
0.8731517742495625,1,TRUE
0.7150468213961934,0,
0,1,
0,1,
0,1,
0.8181635229617968,0,
0,1,
0,1,
0.754800682,0,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0.754800682,0,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0.7047092751182754,0,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
0,1,
0,1,
0.932749826,0,
0.8367860631963505,0,
0.5938615801206023,0,
0.932749826,0,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,1,TRUE
0.8731517742495625,1,TRUE
